System      , id , Mol Mass , Mol Frac             , Melt(K) , Var(%) , Reference   , Boil(K) , Var(%) , Reference      , rho_a     , rho_b     , range(K)      , Var(%) , Reference     , mu1_a     , mu1_b     , mu2_a      , mu2_b      , mu2_c     , range(K)      , Var(%) , Reference    , k_a        , k_b        , range(K)     , Var(%) , Reference   , cp_a      , cp_b       , cp_c       , cp_d      , Var(%) , Reference
NaF-BeF2-UF4,760,84.9272,0.425-0.425-0.15,----,----,----,----,----,----,4,0.000785,873-1073,5,Blanke 1958 [16],0.00737,58800,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,761,75.4356,0.72-0.16-0.12,----,----,----,----,----,----,3.84,0.00077,873-1073,5,Blanke 1958 [16],0.0707,37100,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,762,75.8373,0.64-0.24-0.12,----,----,----,----,----,----,3.73,0.000695,873-1073,5,Blanke 1958 [16],0.021,44500,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,763,54.0745,0.72-0.24-0.04,----,----,----,----,----,----,3.02,0.000625,873-1073,5,Blanke 1958 [16],0.0531,37900,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,764,54.2754,0.68-0.28-0.04,----,----,----,----,----,----,3.02,0.000625,873-1073,5,Blanke 1958 [16],0.0489,37800,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-BeF2-UF4,765,46.8675,0.56-0.43-0.01,----,----,----,----,----,----,2.6,0.00054,873-1073,5,Blanke 1958 [16],0.0509,37900,----,----,----,873-1073,15*,Blanke 1958 [17],----,----,----,----,----,----,----,----,----,----,----
NaF-KF-BeF2,766,46.2119,0.49-0.15-0.36,828,5*,Cohen 1957 [42],----,----,----,2.3,0.00038,828-1273,5,Powers 1963 [114],0.0811,33300,----,----,----,873-1073,10,Cohen 1957 [42],----,----,----,----,----,----,----,----,----,----,----
NaF-KF-MgCl2,767,54.9517,0.345-0.59-0.065,958,----,Bergman 1945 [12],----,----,----,2.73,0.000658,973-1273,1,Solano 2021 [134],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-KF-UF4,768,120.9858,0.465-0.26-0.275,803,5*,Cohen 1954 [41],----,----,----,4.7,0.00115,973-1273,3,Cohen 1954 [41],0.0767,39300,----,----,----,973-1173,10,Cohen 1957 [42],----,----,----,----,----,116,----,----,----,16,Powers 1956 [113]
NaF-KF-UF4,769,117.7764,0.5705-0.1604-0.2691,----,----,----,----,----,----,5.311,0.001122,813-1173,5,Park 2023a [165],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-KF-ZrF4,770,104.2133,0.05-0.52-0.43,698,5*,Cohen 1957 [42],----,----,----,3.38,0.00084,----,----,Cohen 1954 [41],0.161,26400,----,----,----,773-1073,10,Cohen 1957 [42],----,----,----,----,----,----,----,----,----,----,----
NaF-LiF-BeF2,771,40.8262,0.56-0.16-0.28,751,5*,Cohen 1957 [42],----,----,----,2.22,0.00041,751-1273,5,Powers 1963 [114],0.111,29000,----,----,----,873-1073,10,Cohen 1957 [42],----,----,----,----,----,----,----,----,----,----,----
NaF-LiF-BeF2,772,42.7422,0.64-0.05-0.31,828,5*,Cohen 1957 [42],----,----,----,2.39,0.0005,828-1273,5,Powers 1963 [114],0.138,28600,----,----,----,873-1073,10,Cohen 1957 [42],----,----,----,----,----,----,----,----,----,----,----
NaF-LiF-BeF2,773,39.2913,0.53-0.24-0.23,808,5*,Cohen 1957 [42],----,----,----,2.34,0.00039,808-1273,5,Powers 1963 [114],0.157,26300,----,----,----,873-1073,10,Cohen 1957 [42],----,----,----,----,----,----,----,----,----,----,----
NaF-LiF-BeF2,774,36.9637,0.49-0.36-0.15,870,5*,Cohen 1957 [42],----,----,----,2.37,0.00039,870-1273,5,Powers 1963 [114],0.173,25300,----,----,----,873-1073,10,Cohen 1957 [42],----,----,----,----,----,----,----,----,----,----,----
NaF-LiF-ZrF4,775,39.1018,0.38-0.57-0.05,----,----,----,----,----,----,2.93,0.000694,1023-1123,2,Mellors 1964 [93],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-LiF-ZrF4,776,42.7398,0.369-0.554-0.077,----,----,----,----,----,----,2.91,0.000545,1023-1123,2,Mellors 1964 [93],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-LiF-ZrF4,777,46.5191,0.358-0.537-0.105,----,----,----,----,----,----,3.18,0.000743,1023-1123,2,Mellors 1964 [93],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-LiF-ZrF4,778,49.4828,0.349-0.524-0.127,----,----,----,----,----,----,3.08,0.000595,1023-1123,2,Mellors 1964 [93],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-LiF-ZrF4,779,56.6335,0.328-0.492-0.180,----,----,----,----,----,----,3.44,0.000793,1023-1123,2,Mellors 1964 [93],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-LiF-ZrF4,780,72.8165,0.280-0.420-0.300,----,----,----,----,----,----,3.5,0.000595,1023-1123,2,Mellors 1964 [93],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-LiF-ZrF4,781,86.3024,0.240-0.360-0.400,----,----,----,----,----,----,4.02,0.000892,1023-1123,2,Mellors 1964 [93],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-LiF-ZrF4,782,112.8663,0.161-0.242-0.597,----,----,----,----,----,----,4.29,0.000892,1023-1123,2,Mellors 1964 [93],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-LiF-ZrF4,783,126.3522,0.121-0.182-0.697,----,----,----,----,----,----,4.41,0.000892,1023-1123,2,Mellors 1964 [93],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-ZrF4-UF4,784,115.4843,0.46-0.50-0.04,----,----,----,----,----,----,3.97,0.00093,783-1273,5,Powers 1963 [114],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-ZrF4-UF4,785,110.4751,0.50-0.46-0.04,793,5*,Cohen 1954 [41],----,----,----,3.93,0.00093,----,----,Cohen 1954 [41],0.0981,32400,----,----,----,873-1073,10,Cohen 1957 [42],----,----,----,----,----,147,-0.0396,----,----,15,Powers 1956 [113]
NaF-ZrF4-UF4,786,109.7622,0.535-0.40-0.065,813,5*,Cohen 1957 [42],----,----,----,4.04,0.0011,873-1073,3,Cohen 1954 [41],0.194,27500,----,----,----,873-1123,10,Powers 1963 [114],----,----,----,----,----,108,----,----,----,15,Powers 1956 [113]
NaF-ZrF4-UF4,787,104.4294,0.56-0.39-0.05,803,5*,Cohen 1957 [42],----,----,----,3.9,0.00092,803-1273,5,Powers 1963 [114],0.104,31600,----,----,----,873-1073,10,Cohen 1957 [42],----,----,----,----,----,133,-0.0283,----,----,15,Powers 1956 [113]
NaF-ZrF4-UF4,788,115.1795,0.65-0.15-0.20,----,----,----,----,----,----,4.55,0.00102,883-1273,5,Powers 1963 [114],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
RbF-ZrF4-UF4,789,142.9691,0.48-0.48-0.04,698,5*,Cohen 1957 [42],----,----,----,4,0.00093,698-1273,5,Powers 1963 [114],0.116,29900,----,----,----,873-1073,10,Cohen 1957 [42],----,----,----,----,----,170,-0.0646,----,----,10,Powers 1963 [114]
RbF-ZrF4-UF4,790,141.7141,0.50-0.46-0.04,773,5*,Cohen 1957 [42],----,----,----,4,0.00093,773-1273,5,Powers 1963 [114],0.0657,33900,----,----,----,873-1073,10,Cohen 1957 [42],----,----,----,----,----,----,----,----,----,----,----
LiF-BeF2-UF4-ThF4,791,65.4448,0.675-0.20-0.005-0.12,753,5*,Rosenthal 1969 [122],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,1.16,----,811-1142,25,Rosenthal 1969 [122],----,----,----,----,----,----
LiF-BeF2-UF4-ThF4,792,66.0424,0.71-0.16-0.01-0.12,----,----,----,----,----,----,3.82,0.00082,----,5,Powers 1963 [114],0.062,38800,----,----,----,873-1073,10,Cohen 1957 [42],----,----,----,----,----,----,----,----,----,----,----
LiF-BeF2-ZrF4-UF4,793,40.0506,0.6479-0.2996-0.0499-0.0026,----,----,----,----,----,----,2.71,0.000562,797.5-1034.3,1,Cantor 1973 [29],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
LiF-BeF2-ZrF4-UF4,794,40.154,0.712-0.23-0.05-0.008,710,5*,Rosenthal 1969 [122],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,1.24,----,784-1124,25,Rosenthal 1969 [122],----,----,----,----,----,----
NaF-BeF2-UF4-ZrF4,795,72.2921,0.7194-0.1698-0.1061-0.0047,751,5*,Park 2023b [166],----,----,----,3.719,0.0005988,838-1073,5,Park 2023a [165],----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----
NaF-LiF-BeF2-UF4,796,47.7831,0.56-0.21-0.2-0.03,778,5*,Cohen 1957 [42],----,----,----,2.72,0.00048,778-1273,5,Powers 1963 [114],0.0737,33400,----,----,----,873-1073,10,Cohen 1957 [42],----,----,----,----,----,----,----,----,----,----,----
NaF-LiF-KF-UF4,797,44.8461,0.109-0.445-0.435-0.011,725,5*,Cohen 1957 [42],----,----,----,2.65,0.0009,793-1123,3,Cohen 1954 [41],0.0348,35500,----,----,----,773-1073,10,Cohen 1957 [42],----,----,----,----,----,82,----,----,----,16,Powers 1956 [113]
NaF-LiF-KF-UF4,798,48.1234,0.112-0.453-0.41-0.025,763,5*,Cohen 1957 [42],----,----,----,2.67,0.00072,763-1273,5,Powers 1963 [114],0.0292,37500,----,----,----,873-973,10,Cohen 1957 [42],----,----,----,----,----,----,----,----,----,----,----
NaF-LiF-ZrF4-UF4,799,70.3409,0.20-0.55-0.21-0.04,818,5*,Cohen 1957 [42],----,----,----,3.49,0.00085,818-1273,5,Powers 1963 [114],0.0585,38600,----,----,----,873-1073,10,Cohen 1957 [42],----,----,----,----,----,127,-0.0437,----,----,15,Powers 1956 [113]
